-6.013294,8.906397,-8.433763,2.986972,-0.698395,-3.021223,6.037575,-6.547167,-2.382914,-5.242710,1.000000
0.462905,-9.566811,-5.312307,1.133980,1.537262,-4.275246,-4.300139,6.159477,-9.054857,-3.062933,0.000000
0.980580,-8.872074,-5.341833,1.435544,1.303189,-4.882172,-4.131461,5.038022,-10.111182,-3.224336,0.000000
-3.437466,-5.530024,-4.306426,9.932901,2.713262,-2.263694,-3.092097,2.859570,-4.596424,-9.244150,8.000000
-0.640298,3.101758,0.991362,-5.877478,2.341527,-8.785744,-3.183479,7.497978,-7.856950,2.449925,6.000000
-3.891894,-5.631383,-4.555956,10.013359,3.336597,-2.566965,-2.683071,2.578816,-4.583351,-8.636404,8.000000
-3.066287,2.903491,9.804946,9.691634,-3.546158,5.271170,-4.296864,5.318924,5.474224,8.851374,9.000000
-5.918274,9.454632,-9.350695,3.208135,-0.027265,-3.860227,5.935851,-7.864677,-2.920920,-5.846474,1.000000
-2.969964,-5.424493,9.664058,-3.114822,-7.595538,9.930001,3.760453,-5.121626,-6.404345,1.159533,5.000000
-8.468842,-8.990213,-8.789303,-7.423864,-9.756468,8.726151,-7.095340,4.941423,-3.925655,10.296872,4.000000
4.856764,-2.395077,5.064410,-0.381277,8.164236,7.082416,4.752377,-5.524821,6.046011,-9.302021,3.000000
-0.239836,2.728521,0.799435,-6.204002,2.607918,-8.672744,-4.761049,8.104173,-8.292522,2.995576,6.000000
1.587822,-9.594687,-5.843879,1.154182,1.186944,-4.177620,-3.578440,6.062799,-8.659570,-2.736990,0.000000
-1.618181,-5.666644,-1.388424,3.518101,-8.932328,-9.685016,-3.973782,9.053290,3.639721,-3.311169,2.000000
-1.625370,-6.174451,-1.464646,2.685781,-8.225452,-9.635288,-2.784063,9.280411,4.257446,-3.261096,2.000000
-3.737382,3.899781,10.257925,8.667716,-3.442964,4.697891,-4.492795,5.243295,5.212310,8.824410,9.000000
-3.815422,-5.225075,9.890486,-3.276519,-7.438785,9.071604,5.190756,-4.895402,-5.432979,2.039531,5.000000
-4.658049,-5.698828,-3.970298,9.254311,2.505643,-2.002204,-3.424761,1.569313,-5.165073,-8.435702,8.000000
-4.901174,-5.881198,-4.718477,9.553524,2.475562,-2.225038,-2.749940,3.277259,-4.099665,-8.164181,8.000000
-5.504055,7.404519,3.562633,10.077172,3.496589,9.311617,1.430368,-5.173630,-7.311326,-8.466050,7.000000
-8.420631,-9.123790,-8.779554,-7.819507,-10.159817,8.355163,-7.851418,4.731897,-4.323569,10.324428,4.000000
-5.852721,9.101273,-8.971877,3.117260,0.526347,-3.248194,7.254515,-7.633444,-3.642403,-6.381436,1.000000
-2.722151,2.578292,9.521045,9.093468,-3.714006,5.000442,-4.260933,4.918401,3.237925,8.543784,9.000000
