2.925710,0.883502,5.905813,-4.865811,2.470116,7.487766,4.521643,-2.005620,0.060239,3.247667,24.000000
-3.731494,-3.905122,2.611520,-7.844064,2.154384,-6.062171,-0.229983,-8.340643,10.322065,3.519406,9.000000
7.354655,-6.948364,0.383760,-10.177023,9.154227,0.867487,-4.701555,1.542010,7.120749,6.024689,8.000000
8.766282,9.573831,-5.116310,5.774109,-7.334278,-5.518755,5.831102,2.176657,-2.565827,0.568250,0.000000
-1.077728,-5.515495,-3.688247,-6.297268,-6.236600,2.967277,1.878539,-9.177556,5.752046,-6.129496,14.000000
-4.881088,1.643667,0.984364,-0.580316,-1.621578,0.297366,2.303737,1.141320,6.918498,0.799926,23.000000
1.418059,6.599240,-6.929395,-4.748109,-5.324486,0.758090,-0.678746,-7.452437,-1.507094,0.301886,42.000000
2.034130,-3.698138,-2.995040,3.075188,-6.403352,0.990806,9.623694,7.317408,-6.482730,1.853686,27.000000
-0.147833,6.719514,-10.177942,8.477212,-8.153805,-0.404734,-4.118415,-4.406642,-7.061106,2.427339,36.000000
-6.719468,-8.821114,-9.375062,-2.184511,7.727331,-9.796499,1.818865,0.940873,6.208554,8.836464,20.000000
-5.956316,4.086625,7.732233,-6.189588,-5.878969,-2.710122,-4.481798,0.040848,9.215112,3.015277,26.000000
-6.273323,9.504706,5.819771,6.334750,9.634454,-7.728319,-0.695360,-6.906183,-7.344703,8.049683,10.000000
3.593375,1.900058,6.573080,-5.731073,1.777870,6.354690,3.494314,-2.561229,-0.081558,3.574600,24.000000
1.363762,-0.842511,-2.092476,2.661262,-0.527697,-5.364260,-8.186759,-2.087163,1.580467,6.957972,45.000000
0.527473,2.476819,6.505007,-6.584590,0.679340,7.395091,2.461311,1.924153,-3.246137,4.106084,34.000000
-5.815622,-8.114385,-2.238978,-0.682353,-8.183737,-5.643293,-3.040953,-5.669097,0.573552,-2.129942,43.000000
-2.290837,-5.275204,-3.013732,-7.067093,-6.671581,3.906117,1.396409,-9.095470,6.733387,-6.710350,14.000000
-2.503448,-3.089020,-2.348821,-6.006880,-6.222475,6.383140,-5.062264,-3.508061,-9.466132,9.304196,12.000000
-8.842457,-9.173444,-8.980911,-2.159055,-3.282083,0.022210,-7.580568,-3.854576,-6.212881,-7.079866,44.000000
-1.774493,4.604438,0.301372,-8.712023,-5.860875,-3.042296,-4.698813,-1.773601,4.059306,-4.614427,41.000000
0.919565,-5.004895,-6.863647,-7.914500,-7.893745,7.849053,9.042324,7.854575,3.243241,6.352297,2.000000
