7.322165,-5.343926,-4.172367,2.582277,-2.299772,6.233277,5.569693,4.106716,5.726967,3.081435,79.000000
3.942206,6.016899,1.627648,6.084053,2.677308,-4.388406,-6.175333,9.483497,1.608026,-5.888953,68.000000
6.513965,2.855379,8.226154,-4.664381,-5.441066,-8.442811,4.378449,-0.616743,9.732611,-4.235604,97.000000
-0.712118,-5.824545,-3.308003,-7.107680,-7.695193,6.003286,0.515347,-6.362261,-0.488143,-4.536706,26.000000
0.213926,-1.299234,3.184764,-3.754584,-8.347580,1.184372,4.322749,-8.777096,9.582824,-3.847199,92.000000
-9.023298,-5.483635,-8.970971,-7.171777,1.784081,-5.046395,7.880612,-8.352470,-9.268915,-1.809815,24.000000
6.759334,-2.045658,9.659640,-1.424707,-5.246649,-1.648775,-3.548895,-9.852558,2.661590,-5.470244,65.000000
-5.756249,7.691346,-1.463695,1.412359,-0.319290,3.165635,9.288484,0.410152,4.678784,3.494998,28.000000
5.458844,9.182909,-5.103252,-9.297766,-0.025208,7.091320,-0.867627,-11.068427,-5.208489,-4.809469,49.000000
4.867223,5.899531,-6.657040,-1.349285,5.847374,-6.838922,-0.197655,9.725826,-10.158001,-8.145226,9.000000
6.437892,8.382709,8.943603,-3.941220,-5.834764,-8.507971,-0.952194,10.384963,4.098819,4.026954,14.000000
-9.418240,2.313612,-0.353425,5.699566,-7.268406,-10.503572,-8.633684,-6.145661,-3.899717,-0.988070,82.000000
-5.923159,-4.466956,-8.122612,-3.878126,9.836923,5.956117,-8.661083,9.586116,-5.890469,4.687662,63.000000
-6.812898,5.554498,0.512520,1.598243,4.390764,-0.708666,4.287251,-1.758638,7.865145,-4.103640,22.000000
4.870743,4.054723,-4.754494,6.941719,-4.288414,-1.515390,7.163995,0.507553,2.179326,-3.188758,7.000000
-0.066774,-6.870490,-8.807547,-1.413075,-9.970520,-1.569646,-0.007246,2.053925,5.395842,-7.899922,35.000000
0.421575,-6.124768,-7.865438,-1.704865,-10.067975,-0.878533,0.355466,1.313285,4.338538,-7.817333,35.000000
5.212272,9.898853,-6.839910,1.308232,-0.464886,2.741663,-6.317282,-7.537678,-6.262803,9.838600,40.000000
